sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,0000DCC2,3C004E20,2BFCE494,4007F816,00000001,00000001
2,103129700,F800F800,0000F800,00000000,00000000,0000DCC2,3C004E20,2BF8E494,4007F816,00000001,00000002
3,136003500,00000000,00000001,00000000,00000000,0000DCC2,3C004E20,2BF4E494,4007F816,00000001,00000003
4,104403900,00000000,00000001,00000000,00000000,0000DCC2,3C004E20,2BF0E494,4007F816,00000001,00000004
5,99183000,00000047,000005F4,00000001,00000000,00FFDCC2,3C004E20,2BF8E494,5007F816,00000001,00000005
6,89857700,0000002D,000007FF,0000FFFF,00000000,0000DCC2,3C004E20,2BFCE494,4007F816,00000001,00000006
7,89551000,FFFF0115,0000077A,0004FFFE,00000000,0000DCC2,3C004E20,2BFCE494,4007F816,00000021,00000007
8,98675600,00010193,000005EC,FFEFFFFF,00010000,0000DCC1,3C004E20,2800E494,4007F816,00000021,00000008
9,110017000,000201B6,000004DF,000AFFFE,00010000,0001DCC1,3C004E20,2800E494,4007F816,00000021,00000009
10,126375700,000201C2,00000437,000EFFFF,00020000,0001DCC1,3C004E20,2800E494,4007F816,00000021,0000000A
11,137296000,00060165,000003D7,FFF60000,00020000,0001DCBE,3C004E20,2800E494,4007F816,00000021,0000000B
12,130780600,FFF4019D,000003A7,0005FFFF,00020000,0002DCBF,3C004E20,2800E494,4007F816,00000021,0000000C
13,157745300,00050192,00000397,FFF70000,00020000,0002DCBD,3C004E20,2800E494,4007F816,00000021,0000000D
14,136130400,FFFD019E,00000397,00000000,00020000,0002DCBC,3C004E20,2800E494,4007F816,00000021,0000000E
15,151255600,00010178,000003A0,FFFD0000,00020000,0002DCBB,3C004E20,2800E494,5007F816,00000021,0000000F
16,156882300,FFFC01BC,000003AB,FFFF0000,00020000,0003DCBA,3C004E20,2800E494,5007F816,00000021,00000010
17,142371900,FFFF018B,000003B7,00000000,00020000,0003DCBA,3C004E20,2800E494,5007F816,00000021,00000011
18,147280900,000001A9,000003C0,00000000,00020000,0003DCBA,3C004E20,2800E494,5007F816,00000021,00000012
19,150751500,00000184,000003C8,00000000,00020000,0004DCBA,3C004E20,2800E494,5007F816,00000021,00000013
20,146989500,00000176,000003CE,00000000,00020000,0004DCBA,3C004E20,2800E494,5007F816,00000021,00000014
21,170210500,00000168,000003D1,00000000,00020000,0004DCBA,3C004E20,2800E494,5007F816,00000021,00000015
22,128352600,0000017E,000003D3,00000000,00020000,0005DCBA,3C004E20,2800E494,5007F816,00000021,00000016
23,160164100,00000180,000003D5,00000000,00020000,0005DCBA,3C004E20,2800E494,5007F816,00000021,00000017
24,129811300,0000018C,000003D5,00000000,00020000,0005DCBA,3C004E20,2800E494,6007F816,00000021,00000018
25,128644300,0000018A,000003D6,00000000,00020000,0006DCBA,3C004CC8,2800E494,6007F816,00000008,00000019
26,137527100,00000187,000003D6,00000000,00020000,0006DCBA,3C004E20,2800E494,6007F816,00000020,0000001A
27,134943000,0000015B,000003D6,00000000,00020000,0006DCBA,3C004C8E,2800E494,6007F816,00000008,0000001B
28,174672900,0000013D,000003D6,00000000,00020000,0006DCBA,3C004E20,2800E494,6007F816,00000020,0000001C
29,128455300,00000128,000003D5,00000000,00020000,0007DCBA,3C004CB0,2800E494,6007F816,00000008,0000001D
30,108068600,00000120,000003D5,00000000,00020000,0007DCBA,3C004E20,280140E3,6007F816,00000020,0000001E
31,113502000,0000011D,000003D5,00000000,00020000,0007DCBA,3C004C6E,280140E3,6007F816,00000008,0000001F
32,105635900,0000011E,000003D5,00000000,00020000,0007DCBA,3C004E20,280140E3,6007F816,00000020,00000020
33,103132600,00000121,000003DA,00000000,00020000,0007DCBA,3C004CB2,280140E3,6007F816,00000008,00000021
34,107402700,00000112,000003D4,00000000,00020000,0008DCBA,3C004E20,280140E3,6007F816,00000020,00000022
35,113832800,0000FFFE,000003D3,00000001,00010000,0008DCBA,3C004CB4,280140E3,7007F816,00000008,00000023
36,96741300,00000054,000003D3,00000001,00010000,0008DCBA,3C004E20,280140E3,7007F816,00000020,00000024
37,97394100,00000084,000003D4,00000001,00010000,0008DCBA,3C004C71,280140E3,7007F816,00000008,00000025
38,104128000,000000DC,000003D4,00000000,00010000,0008DCBA,3C004E20,280140E3,7007F816,00000020,00000026
39,110115600,00000067,000003D5,00000000,00010000,0008DCBA,3C004C7A,280140E3,7007F816,00000008,00000027
40,446235100,000000A1,000003D5,00000000,00010000,0008DCBA,3C004E20,280140E3,7007F816,00000020,00000028
41,73793000,0000009F,000003D5,00000000,00010000,0008DCBA,3C004C93,280140E3,B007F816,00000008,00000029
42,121958700,00000113,000003D5,00000000,00010000,0009DCBA,3C004E20,280140E3,9007F816,00000020,0000002A
43,106213900,0000005F,000003D6,00000001,00010000,0009DCBA,3C004E20,280140E3,9007F816,00000021,0000002B
44,107955200,0000005A,000003D5,00000000,00010000,0009DCBA,3C004E20,280140E3,9007F816,00000021,0000002C
45,91750500,0000002E,000003D5,00000001,00010000,0009DCBA,3C004E20,280140E3,9007F816,00000021,0000002D
46,111573500,00000076,000003D5,00000000,00010000,0009DCBA,3C004E20,280140E3,9007F816,00000021,0000002E
47,112233600,0000008B,000003D5,00000000,00010000,0009DCBA,3C004E20,280140E3,9007F816,00000021,0000002F
48,116207500,000000E7,000003D5,0000FFFF,00010000,0009DCBA,3C004E20,280140E3,9007F816,00000021,00000030
49,114052500,000000E9,000003D5,00000000,00010000,0009DCBA,3C004E20,280140E3,9007F816,00000021,00000031
50,125493800,00000133,000003D5,0000FFFF,00010000,000ADCBA,3C004E20,280140E3,9007F816,00000021,00000032
51,116753800,00000128,000003D5,00000000,00010000,000ADCBA,3C004E20,280140E3,9007F816,00000021,00000033
52,141219800,00000164,000003D5,0000FFFF,00020000,000ADCBA,3C004E20,280140E3,9007F816,00000021,00000034
53,124754100,00000151,000003D5,00000000,00020000,000ADCBA,3C004E20,280140E3,9007F816,00000021,00000035
54,124672700,00000187,000003D5,0000FFFF,00020000,000BDCBA,3C004E20,280140E3,9007F816,00000021,00000036
55,110848300,0000016E,000003D5,00000000,00020000,000BDCBA,3C004E20,280140E3,9007F816,00000021,00000037
56,113127000,0000019D,000003D5,0000FFFF,00020000,000BDCBA,3C004E20,280140E3,9007F816,00000021,00000038
57,108805900,00000187,000003D5,00000000,00020000,000CDCBA,3C004E20,280140E3,9007F816,00000021,00000039
58,130424500,000001B0,000003D5,00000000,00020000,000CDCBA,3C004E20,280140E3,9007F816,00000021,0000003A
59,114487700,0000019A,000003D5,00000000,00020000,000CDCBA,3C004E20,280140E3,9007F816,00000021,0000003B
60,122495800,000001C1,000003D5,00000000,00020000,000DDCBA,3C004E20,28016BEE,9007F816,00000021,0000003C
61,133340100,000001AA,000003D5,00000000,00020000,000DDCBA,3C004E20,28016BEE,9007F816,00000021,0000003D
62,135886400,000001D0,000003D5,00000000,00030000,000DDCBA,3C004E20,28016BEE,9007F816,00000021,0000003E
63,124297800,000001BD,000003D5,00000000,00030000,000EDCBA,3C004E20,28016BEE,9007F816,00000021,0000003F
64,123811000,000001DE,000003D5,00000000,00030000,000EDCBA,3C004E20,28016BEE,9007F816,00000021,00000040
65,108503100,000001CC,000003D5,00000000,00030000,000EDCBA,3C004E20,28016BEE,9007F816,00000021,00000041
66,100994200,000001F1,000003D5,00000000,00030000,000FDCBA,3C004E20,28016BEE,A007F816,00000021,00000042
67,112853100,000001DE,000003D5,00000000,00030000,000FDCBA,3DED4E20,28016BEE,A007F816,00000020,00000043
68,97858900,000001D7,000003D5,00000000,00030000,0010DCBA,3C12CE20,2BFD6BEE,A007F816,00000020,00000044
69,99671800,0000012C,000003D6,00000001,00030000,0010DCBA,3DED4E20,28016BEE,A007F816,00000020,00000045
70,96693100,00000089,000003D6,00000002,00020000,0010DCBA,3C12CE20,28016BEE,A007F816,00000020,00000046
71,97025600,0000FFE1,000003D6,00000002,00020000,0010DCBA,3DED4E20,28016BEE,A007F816,00000020,00000047
72,106155600,0000FF9C,000003D5,00000002,00010000,0010DCBA,3C12CE20,28016BEE,A007F816,00000020,00000048
