sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,00002354,3C004E20,2BFCE494,40FFF816,00000001,00000001
2,84699200,07FF07FF,0000F800,00000000,00000000,00002354,3C004E20,2BF8E494,40FE3816,00000001,00000002
3,102846000,00000000,00000001,00000000,00000000,00002354,3C004E20,2BF4E494,40FE7016,00000001,00000003
4,57745200,00000000,00000001,00000000,00000000,00002354,3C004E20,2BF0E494,40FEA816,00000001,00000004
5,55841700,FFFF0047,000005F4,00010001,00000000,00FF2354,3C004E20,2BF8E494,50FEE016,00000001,00000005
6,51556300,00000054,000007FF,FFF10000,00000000,00002353,3C004E20,2BFCE494,40FE8016,00000001,00000006
7,48839800,FFED0176,0000077A,0017FFFE,00010000,FF002355,3C004E20,2BFCE494,40FE4016,00000021,00000007
8,47397300,0001014B,000005EC,0018FFFF,00010000,FF002354,3C004E20,2800E494,40FE2816,00000021,00000008
9,47531800,FFFD0179,000004DF,FFF5FFFF,00010000,FF012351,3C004E20,2800E494,40FE4016,00000021,00000009
10,44090400,FFEF01C6,00000436,0000FFFF,00020000,FF012351,3C004E20,2800E494,40FE6816,00000021,0000000A
11,46287400,00020176,000003D7,FFF50000,00020000,FF01234E,3C004E20,2800E494,40FE9016,00000021,0000000B
12,49701300,FFFD0192,000003A7,FFEEFFFF,00020000,FF02234A,3C004E20,2800E494,40FEC016,00000021,0000000C
13,56560800,FFFB0186,00000397,FFF40000,00020000,FF022347,3C004E20,2800E494,40FF0016,00000021,0000000D
14,51958100,FFFD018D,00000397,FFEF0000,00020000,FF022343,3C004E20,2800E494,40FF4016,00000021,0000000E
15,48944400,FFF70185,000003A0,FFF70000,00020000,FF022340,3C004E20,2800E494,50FF8816,00000021,0000000F
16,45546900,FFFF0196,000003AB,FFF30000,00020000,FF03233C,3C004E20,2800E494,50FFD016,00000021,00000010
17,47649500,0003016F,000003B7,FFEE0000,00020000,FF032337,3C004E20,2800E494,50FFF816,00000021,00000011
18,47709300,FFF80185,000003C0,FFED0000,00020000,FF032331,3C004E20,2800E494,50FFF816,00000021,00000012
19,50947500,FFFE0180,000003C8,FFEF0000,00020000,FF04232D,3C004E20,2800E494,50FFF816,00000021,00000013
20,56443000,FFFF018F,000003CE,FFF00000,00020000,FF042328,3C004E20,2800E494,50FFF816,00000020,00000014
21,60650100,FFFE018A,000003D1,FFF10000,00020000,FF042323,3C004E20,2800E494,50FFF816,00000020,00000015
22,62934400,00000192,000003D4,FFF20000,00020000,FF05231F,3C004E20,2800E494,50FFF816,00000020,00000016
23,57234000,000C018B,000003D5,FFFB0000,00020000,FF05231D,3C004E20,2800E494,5007F816,00000020,00000017
24,60410300,000A0193,000003D5,FFFE0000,00020000,0005231C,3C004E20,2800E494,6007F816,00000020,00000018
25,58351000,0003018E,000003D6,FFFF0000,00020000,0006231C,3C004E20,2800E494,6007F816,00000020,00000019
26,58628400,00050195,000003D6,00000000,00020000,0006231C,3C004E20,2800E494,6007F816,00000020,0000001A
27,54506900,00030197,000003D6,00000000,00020000,0006231C,3C004E20,2800E494,6007F816,00000020,0000001B
28,59056700,0000019E,000003D5,00000000,00020000,0007231C,3C004E20,2800E494,6007F816,00000020,0000001C
29,64475300,FFFA01A8,000003D5,00000000,00020000,0007231C,3C004E20,2800E494,6007F816,00000020,0000001D
30,64561200,FFFF01B6,000003D5,00000000,00020000,0007231C,3C004E20,280126CF,6007F816,00000020,0000001E
31,65541300,000201C6,000003DA,00000000,00030000,0008231C,3C004E20,280126CF,6007F816,00000020,0000001F
32,65574800,000001A7,000003D5,00000000,00030000,0008231C,3C004E20,280126CF,7007F816,00000020,00000020
33,69010400,00010077,000003D3,00000001,00020000,0008231C,3C004E20,280126CF,7007F816,00000020,00000021
34,63379300,0000011E,000003D3,00000000,00020000,0008231C,3C004E20,280126CF,7007F816,00000020,00000022
35,67703800,0002022E,000003D3,0000FFFF,00020000,0009231C,3C004E20,280126CF,B007F816,00000020,00000023
36,62805300,000102B5,000003D4,0000FFFF,00030000,0009231C,3C004E20,280126CF,9007F816,00000020,00000024
37,58271900,FFFB0235,000003D5,00000000,00030000,000A231C,3C004E20,280126CF,9007F816,00000020,00000025
38,52123000,FFFE022E,000003D5,0001FFFF,00030000,000A231C,3C004E20,280126CF,9007F816,00000020,00000026
39,47312000,000101E4,000003D5,00010000,00030000,000A231C,3C004E20,280126CF,9007F816,00000020,00000027
40,46326000,000401F2,000003D5,FFFD0000,00030000,000B231C,3C004E20,280126CF,9007F816,00000020,00000028
