sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,000045B0,3C004E20,2BFCE494,4004E016,00000000,00000001
2,36381400,F80007FF,0000F800,00000000,00000000,000045B0,3C004E20,2BF8E494,4004E016,00000000,00000002
3,116431300,00000000,00000001,00000000,00000000,000045B0,3C004E20,2BF4E494,4004E016,00000000,00000003
4,60376700,00000000,00000001,00000000,00000000,000045B0,3C004E20,2BF0E494,4004E016,00000000,00000004
5,59610400,00000000,00000001,00000000,00000000,000045B0,3C004E20,2BF0E494,5004E016,00000000,00000005
6,54510200,00000000,00000001,00000000,00000000,000045B0,3C004E20,2BECE494,5004E016,00000000,00000006
7,151828100,00000000,00000001,00000000,00000000,000045B0,3C004E20,2BE8E494,5004E016,00000000,00000007
8,19781200,000300DB,00010435,FFECFFF9,00010000,000045B0,3C004E20,2BF0E494,6004E016,00000000,00000008
9,47839600,00030208,000107FF,FFE9FFFA,0003FFFF,000045AE,3C004E20,2BF8E494,5004E016,00000020,00000009
10,49648600,0000024F,002707FF,FFF5FFD4,000FFFF3,FF0145B0,3C004E20,2800E494,4004E016,00000020,0000000A
11,50527400,00030209,FFFF032F,0000FFF7,0015FFF0,000145AF,3C004E20,2800E494,4004E016,00000020,0000000B
12,53735500,FFF901DC,FFF50413,00120007,0015FFF2,000145B1,3C004E20,2800E494,4004E016,00000020,0000000C
13,48730400,000B01C5,FFF4039D,FFFB000C,0011FFF6,000245B1,3C004E20,2800E494,4004E016,00000020,0000000D
14,50943400,000201B2,FFF7036C,FFFC000D,000EFFF9,000245B3,3C004E20,2800E494,4004E016,00000020,0000000E
15,48435200,000601AB,FFF90363,0002000B,000BFFFB,000245B3,3C004E20,2800E494,4004E016,00000020,0000000F
16,49939700,00020179,FFFB0370,FFFE0009,0008FFFC,000345B3,3C004E20,2800E494,5004E016,00000020,00000010
17,50481500,0001018E,FFFC0384,FFFE0006,0006FFFD,000345B3,3C004E20,2800E494,5004E016,00000020,00000011
18,54591500,FFFE017E,FFFE0397,00000004,0004FFFE,000345B3,3C004E20,2800E494,50FCE016,00000020,00000012
19,189066100,FFF5018E,FFFE03AC,FFFA0003,0003FFFF,FF0445B1,3C004E20,2800E494,50FCE016,00000020,00000013
20,16671300,FFF50186,FFFF03BA,FFF60002,0003FFFF,FF0445AF,3C004E20,2800E494,50FCE016,00000020,00000014
21,50494000,FFF70193,FFFF03C4,FFF40001,00030000,FF0445AC,3C004E20,2800E494,50FCE016,00000020,00000015
22,54539900,FFF90189,FFFF03CC,FFF20000,00020000,FF0545A8,3C004E20,2800E494,50FCE016,00000020,00000016
23,49679000,FFF50192,000003D1,FFEF0000,00020000,FF0545A3,3C004E20,2BFCE494,50FCE016,00000020,00000017
24,52577600,FFF4018E,000003D4,FFED0000,00020000,FF05459E,3C004E20,2BFCE494,60FCE016,00000020,00000018
25,55204100,FFF90192,000003D6,FFEC0000,00020000,FF064598,3C004E20,2BFCE494,60FCE016,00000020,00000019
26,69634800,FFF20191,000003D6,FFEA0000,00020000,FF064592,3C004E20,2800E494,60FCE016,00000020,0000001A
27,198866600,FFF50199,000003D6,FFE80000,00020000,FF06458C,3C004E20,2800E494,60FCE016,00000020,0000001B
28,21466800,FFF2019D,000003D6,FFE60000,00020000,FF064585,3C004E20,2800E494,60FCE016,00000020,0000001C
29,49898000,FFF201A8,000003D6,FFE40000,00020000,FF07457D,3C004E20,2800E494,60FCE016,00000020,0000001D
30,46947500,FFF001B4,000003D6,FFE20000,00020000,FF074575,3C004E20,28012923,60FCE016,00000020,0000001E
31,49470800,FFF101C6,000003D9,FFE10000,00030000,FF08456C,3C004E20,28012923,60FCE016,00000020,0000001F
32,49598000,FFEE01C3,000003D7,FFDE0000,00030000,FF084563,3C004E20,28012923,70FCE016,00000020,00000020
33,64977100,FFED00B5,000003D2,FFDB0001,00020000,FF084558,3C004E20,28012923,70FCE016,00000020,00000021
34,143721400,FFEC00D4,000003D3,FFD90001,00020000,FF08454E,3C004E20,28012923,70FCE016,00000020,00000022
35,18256400,FFE0019A,000003D3,FFD3FFFF,00020000,FF094541,3C004E20,28012923,70FCE016,00000020,00000023
